frame,x,y,area_px,intensity,area_km2,track_id,lifetime_frames
25,546.0,745.5,2.0,4012.931640625,69303.24784291346,147,1
26,1635.0,573.0,1.0,3831.7880859375,34651.62392145673,148,1
26,111.66666666666667,780.0,3.0,4105.486328125,103954.8717643702,149,1
26,1229.0,20.0,1.0,4013.1650390625,34651.62392145673,142,2
26,30.0,190.0,1.0,3831.7880859375,34651.62392145673,150,3
26,1833.0,502.0,1.0,3831.7880859375,34651.62392145673,151,1
26,716.0,7.5,6.0,5615.2568359375,207909.7435287404,138,5
26,840.0,1203.0,1.0,3831.7880859375,34651.62392145673,145,2
26,668.0,976.0,1.0,3831.7880859375,34651.62392145673,152,6
26,263.6808510638298,1994.4148936170213,94.0,5293.06640625,3257252.648616933,144,2
27,1920.096,301.24,125.0,4679.9267578125,4331452.9901820915,153,1
27,0.5,943.0,2.0,3831.7880859375,69303.24784291346,154,1
27,668.0,974.0,1.0,3921.77734375,34651.62392145673,152,6
27,714.0,1106.5,2.0,3921.77734375,69303.24784291346,155,1
27,925.0,1447.0,1.0,4582.0107421875,34651.62392145673,156,1
27,1204.5,136.0,2.0,4013.1650390625,69303.24784291346,157,1
27,31.0,190.0,1.0,4013.1650390625,34651.62392145673,150,3
27,716.0,6.5,2.0,4387.5771484375,69303.24784291346,138,5
28,1249.0,40.0,1.0,3831.7626953125,34651.62392145673,158,1
28,547.0,746.5,2.0,4013.1796875,69303.24784291346,159,1
28,32.0,190.0,1.0,3831.7626953125,34651.62392145673,150,3
28,669.0,976.0,1.0,3831.7626953125,34651.62392145673,152,6
28,265.05,1995.12,100.0,5399.0390625,3465162.3921456733,160,2
28,1629.8126806051334,177.06833248342681,5883.0,6633.4912109375,203855503.52992997,161,1
29,654.6285714285714,505.85714285714283,35.0,4387.30859375,1212806.8372509857,162,1
29,114.0,773.0,1.0,3831.8720703125,34651.62392145673,163,1
29,668.0,975.5,2.0,3922.0546875,69303.24784291346,152,6
29,263.44444444444446,1993.5454545454545,99.0,5293.3046875,3430510.7682242165,160,2
29,680.6666666666666,542.3333333333334,3.0,4105.6591796875,103954.8717643702,164,1
29,53.0,1005.0,1.0,3831.8720703125,34651.62392145673,165,1
30,8.0,184.0,1.0,3832.15234375,34651.62392145673,166,1
30,1714.3415300546449,419.9553734061931,1098.0,29563.373046875,38047483.065759495,167,1
30,1214.0,43.0,1.0,4012.95703125,34651.62392145673,168,1
30,668.3333333333334,975.6666666666666,3.0,4012.95703125,103954.8717643702,152,6
30,297.0,1287.0,1.0,3832.15234375,34651.62392145673,169,3
31,680.0,543.0,6.0,4105.8447265625,207909.7435287404,171,3
31,297.0,1288.6666666666667,3.0,3831.857421875,103954.8717643702,169,3
31,1817.0,2028.0,3.0,4198.2802734375,103954.8717643702,172,1
31,669.0,976.0,1.0,4012.935546875,34651.62392145673,152,6
31,94.0,911.0,1.0,3831.857421875,34651.62392145673,173,1
32,1879.0,488.0,1.0,4013.1767578125,34651.62392145673,174,1
32,110.0,778.0,1.0,3832.166015625,34651.62392145673,175,1
32,798.5,1157.0,2.0,3921.9658203125,69303.24784291346,176,1
32,1324.0,1336.0,1.0,4198.41796875,34651.62392145673,177,1
32,296.3333333333333,1288.6666666666667,3.0,4105.796875,103954.8717643702,169,3
32,1834.6666666666667,503.0,3.0,3921.9658203125,103954.8717643702,178,1
32,746.3333333333334,513.3333333333334,3.0,3921.9658203125,103954.8717643702,179,3
32,679.8,543.0,5.0,4387.4208984375,173258.11960728368,171,3
33,747.0,514.0,1.0,3831.931640625,34651.62392145673,179,3
33,679.5,543.1666666666666,6.0,4012.9658203125,207909.7435287404,171,3
33,738.5,13.0,2.0,4105.5986328125,69303.24784291346,181,1
34,1230.0,22.0,1.0,3831.99609375,34651.62392145673,182,1
34,746.0,515.0,1.0,3921.998046875,34651.62392145673,179,3
34,1920.9072847682119,304.682119205298,151.0,6515.2470703125,5232395.212139967,183,1
34,62.0,1002.0,1.0,3831.99609375,34651.62392145673,184,1
34,916.0,909.5,2.0,4198.0634765625,69303.24784291346,185,1
35,298.3333333333333,1289.6666666666667,3.0,4013.1767578125,103954.8717643702,186,4
35,28.0,190.0,1.0,3832.166015625,34651.62392145673,187,1
35,0.0,943.0,1.0,3921.9658203125,34651.62392145673,188,1
35,679.5,543.0,4.0,4013.1767578125,138606.49568582693,189,1
36,794.0,1161.0,1.0,3831.857421875,34651.62392145673,190,1
36,115.66666666666667,777.6666666666666,3.0,4679.890625,103954.8717643702,191,1
36,263.9673913043478,1993.7826086956522,92.0,5398.98828125,3187949.4007740193,192,2
36,297.8333333333333,1289.3333333333333,6.0,4198.2802734375,207909.7435287404,186,4
36,1230.0,20.5,2.0,4012.935546875,69303.24784291346,193,2
36,1460.0,372.0,1.0,4105.8447265625,34651.62392145673,194,1
36,655.28125,506.0,32.0,4198.2802734375,1108851.9654866154,195,3
37,63.5,999.75,12.0,4981.8447265625,415819.4870574808,196,1
37,1.0,943.0,1.0,3831.857421875,34651.62392145673,197,1
37,679.0,542.5,2.0,3921.9228515625,69303.24784291346,198,1
37,654.974358974359,505.4871794871795,39.0,4387.416015625,1351413.3329368127,195,3
37,263.8426966292135,1993.8651685393259,89.0,5506.591796875,3083994.529009649,192,2
37,1132.0,4.0,1.0,4292.13671875,34651.62392145673,199,1
37,1230.0,21.0,1.0,4105.8447265625,34651.62392145673,193,2
37,297.5,1289.0,2.0,4012.935546875,69303.24784291346,186,4
38,297.0,1288.5,4.0,4013.1767578125,138606.49568582693,186,4
38,654.15625,506.03125,32.0,4387.4208984375,1108851.9654866154,195,3
38,1398.6666666666667,943.8333333333334,6.0,4105.796875,207909.7435287404,200,1
38,669.0,979.0,1.0,3832.166015625,34651.62392145673,201,1
38,747.5,511.5,2.0,3921.9658203125,69303.24784291346,202,3
39,677.0,542.0,1.0,3921.9228515625,34651.62392145673,204,1
39,1704.0,460.0,1.0,3921.9228515625,34651.62392145673,205,2
39,797.0,1158.0,1.0,3831.857421875,34651.62392145673,206,1
39,96.0,892.0,1.0,3921.9228515625,34651.62392145673,207,1
39,747.5,511.0,2.0,3831.857421875,69303.24784291346,202,3
40,745.0,511.0,1.0,3832.166015625,34651.62392145673,202,3
40,1701.3333333333333,461.3333333333333,3.0,4105.796875,103954.8717643702,205,2
40,652.8181818181819,505.54545454545456,44.0,4483.802734375,1524671.4525440962,208,2
40,294.0,1288.3333333333333,3.0,3921.9658203125,103954.8717643702,209,1
40,544.0,745.0,1.0,3921.9658203125,34651.62392145673,210,1
41,640.0,605.0,1.0,3831.931640625,34651.62392145673,211,1
41,1677.0,470.0,1.0,3921.7431640625,34651.62392145673,212,1
41,715.6666666666666,1097.3333333333333,3.0,4012.9658203125,103954.8717643702,213,1
41,653.3513513513514,507.1621621621622,37.0,4484.1240234375,1282110.0850938992,208,2
42,1219.5,14.5,2.0,4013.1455078125,69303.24784291346,214,2
42,747.0,512.0,1.0,3832.1669921875,34651.62392145673,215,5
42,5.0,183.0,1.0,3832.1669921875,34651.62392145673,216,1
42,545.0,746.0,1.0,3832.1669921875,34651.62392145673,217,1
42,796.0,1161.0,1.0,3921.951171875,34651.62392145673,218,1
42,104.0,765.5,2.0,4013.1455078125,69303.24784291346,219,1
43,668.0,980.0,1.0,3921.9658203125,34651.62392145673,220,1
43,651.0,568.0,1.0,3832.166015625,34651.62392145673,221,1
43,1215.0,10.6,5.0,4013.1767578125,173258.11960728368,214,2
43,747.0,511.5,4.0,4013.1767578125,138606.49568582693,215,5
43,1333.0,495.5,2.0,3832.166015625,69303.24784291346,222,2
44,782.5,1162.0,2.0,3831.857421875,69303.24784291346,223,1
44,1397.875,945.625,8.0,4581.7666015625,277212.99137165386,224,4
44,544.0,745.5,2.0,3921.9228515625,69303.24784291346,225,1
44,1331.0,495.0,1.0,3831.857421875,34651.62392145673,222,2
44,1756.0,438.0,3.0,5615.1435546875,103954.8717643702,226,3
44,746.5,512.0,2.0,3921.9228515625,69303.24784291346,215,5
45,197.33333333333334,125.83333333333333,6.0,4881.373046875,207909.7435287404,227,4
45,296.3333333333333,1289.3333333333333,3.0,3921.951171875,103954.8717643702,228,5
45,687.0,577.0,1.0,3832.1669921875,34651.62392145673,229,1
45,1398.5,945.0,8.0,4387.3251953125,277212.99137165386,224,4
45,1757.0,438.0,7.0,8255.568359375,242561.3674501971,226,3
45,747.5,511.0,2.0,3921.951171875,69303.24784291346,215,5
45,1215.2727272727273,9.909090909090908,11.0,4581.935546875,381167.86313602404,230,2
46,654.4146341463414,509.0243902439024,41.0,4780.4716796875,1420716.580779726,231,1
46,198.5,127.0,6.0,5188.5673828125,207909.7435287404,227,4
46,1836.0,503.5,2.0,3832.166015625,69303.24784291346,232,1
46,749.0,513.0,1.0,3921.9658203125,34651.62392145673,215,5
46,640.5,606.0,2.0,3832.166015625,69303.24784291346,233,2
46,1399.6,946.4,5.0,4291.9794921875,173258.11960728368,224,4
46,296.0,1289.0,1.0,4105.796875,34651.62392145673,228,5
46,1325.0,487.0,1.0,3832.166015625,34651.62392145673,234,1
46,1758.0,439.0,7.0,7484.341796875,242561.3674501971,226,3
46,1217.5,9.0,4.0,4483.802734375,138606.49568582693,230,2
47,1398.8,945.4,5.0,4387.5771484375,173258.11960728368,224,4
47,197.5,127.0,6.0,5188.623046875,207909.7435287404,227,4
47,294.0,1289.0,1.0,3831.7880859375,34651.62392145673,228,5
47,1426.0,698.5,2.0,4013.1650390625,69303.24784291346,235,3
47,642.0,606.0,1.0,4013.1650390625,34651.62392145673,233,2
48,1844.0,510.0,1.0,3921.998046875,34651.62392145673,236,1
48,197.5,126.5,6.0,4881.234375,207909.7435287404,227,4
48,1426.0,698.0,3.0,4981.9609375,103954.8717643702,235,3
48,293.0,1289.0,1.0,3921.998046875,34651.62392145673,228,5
48,681.0,543.0,1.0,3831.99609375,34651.62392145673,237,1
49,726.0,1131.0,1.0,3831.99609375,34651.62392145673,238,1
49,262.13186813186815,1993.1868131868132,91.0,5085.01953125,3153297.7768525626,239,2
49,1426.0,697.5,2.0,3921.998046875,69303.24784291346,235,3
49,294.0,1289.0,1.0,3831.99609375,34651.62392145673,228,5
49,1216.0,9.0,1.0,3921.998046875,34651.62392145673,240,4
49,21.0,185.0,1.0,4012.931640625,34651.62392145673,241,3
49,377.5,1747.5,2.0,4012.931640625,69303.24784291346,242,1
49,640.2,605.4,5.0,4105.73046875,173258.11960728368,243,1
50,21.0,185.0,1.0,3831.7880859375,34651.62392145673,241,3
50,196.14285714285714,125.71428571428571,7.0,4881.353515625,242561.3674501971,244,3
50,261.3820224719101,1992.123595505618,89.0,5188.623046875,3083994.529009649,239,2
50,1216.35,6.4,20.0,7610.4111328125,693032.4784291347,240,4
50,679.6666666666666,541.6666666666666,3.0,4013.1650390625,103954.8717643702,245,2
50,1845.0,511.0,1.0,3921.77734375,34651.62392145673,246,1
50,748.0,511.0,1.0,4013.1650390625,34651.62392145673,247,1
50,653.1666666666666,509.8333333333333,42.0,4780.6396484375,1455368.2047011827,248,2
51,81.75,870.75,4.0,4387.392578125,138606.49568582693,249,1
51,1397.0,944.5,2.0,3921.998046875,69303.24784291346,250,4
51,195.28571428571428,126.0,7.0,4780.5068359375,242561.3674501971,244,3
51,1216.1379310344828,6.068965517241379,29.0,10493.490234375,1004897.0937222452,240,4
51,21.0,184.0,1.0,3831.99609375,34651.62392145673,241,3
