event_id,n_detections,frame_start,frame_end,lifetime_seconds,lifetime_frames,x_centroid,y_centroid,x_std,y_std,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width_px,bbox_height_px,peak_intensity,mean_intensity,total_area_Mm2,mean_area_Mm2,total_area_km2,mean_area_km2,cluster_id
39,1,0,0,10.0,1,1965.0,1215.0,0.0,0.0,1965.0,1215.0,1965.0,1215.0,1.0,1.0,768.7412109375,768.7412109375,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,58
32,3,0,5,60.0,6,557.0,1109.8333333333333,0.0,0.23570226039551584,557.0,1109.5,557.0,1110.0,1.0,1.5,768.7412109375,768.689453125,0.049458002196348064,0.01648600073211602,49458.00219634806,16486.000732116023,51
31,3,0,2,30.0,3,2011.8333333333333,1075.5,0.23570226039551584,0.408248290463863,2011.5,1075.0,2012.0,1076.0,1.5,2.0,802.1162109375,779.8880208333334,0.08655106025961794,0.028850353419872646,86551.06025961794,28850.353419872645,50
38,5,0,5,60.0,6,1655.3133333333335,1204.44,0.9270263091076287,0.5087675740890135,1653.6666666666667,1203.6666666666667,1656.0,1205.0,3.3333333333332575,2.3333333333332575,1095.06689453125,939.0826171875,0.1978334282305622,0.039566685646112446,197833.42823056222,39566.68564611245,57
37,1,0,0,10.0,1,1948.0,1178.0,0.0,0.0,1948.0,1178.0,1948.0,1178.0,1.0,1.0,768.7412109375,768.7412109375,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,56
36,1,0,0,10.0,1,1935.0,1163.0,0.0,0.0,1935.0,1163.0,1935.0,1163.0,1.0,1.0,768.7412109375,768.7412109375,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,55
35,7,0,5,60.0,6,1813.7142857142858,1161.4761904761904,2.913725436338734,2.866650846341412,1808.0,1157.0,1817.0,1167.0,10.0,11.0,768.806640625,768.7204241071429,0.11128059364911798,0.01589722766415971,111280.59364911797,15897.22766415971,54
34,18,0,10,110.0,11,1849.2916666666667,1154.111111111111,9.899582623076142,4.490129778981758,1832.0,1148.5,1862.0,1165.0,31.0,17.5,802.15380859375,774.2907918294271,0.4080296714431334,0.022668315080174077,408029.6714431334,22668.315080174078,53
33,17,0,13,140.0,14,565.6160130718954,1126.5702614379086,5.88518223534194,4.937206621888559,556.0,1120.5,575.0,1134.5,20.0,15.0,836.318359375,782.5615090762867,0.840809530605686,0.049459384153275644,840809.530605686,49459.38415327564,52
50,2,0,1,20.0,2,894.0,1416.25,2.0,0.75,892.0,1415.5,896.0,1417.0,5.0,2.5,768.7412109375,768.7021484375,0.03709320001563974,0.01854660000781987,37093.20001563974,18546.60000781987,74
51,3,0,5,60.0,6,921.9166666666666,1420.8611111111113,2.1245914639969934,3.0974402015970397,919.0,1417.0,924.0,1424.5833333333335,6.0,8.583333333333485,836.3115234375,791.2607421875,0.08655113124839754,0.02885037708279918,86551.13124839755,28850.37708279918,75
52,1,0,0,10.0,1,1017.0,1449.5,0.0,0.0,1017.0,1449.5,1017.0,1449.5,1.0,1.0,768.7412109375,768.7412109375,0.02472875269862582,0.02472875269862582,24728.75269862582,24728.75269862582,76
53,1,0,0,10.0,1,943.5,1454.0,0.0,0.0,943.5,1454.0,943.5,1454.0,1.0,1.0,768.7412109375,768.7412109375,0.02472875269862582,0.02472875269862582,24728.75269862582,24728.75269862582,77
54,1,0,0,10.0,1,952.0,1485.5,0.0,0.0,952.0,1485.5,952.0,1485.5,1.0,1.0,768.7412109375,768.7412109375,0.02472875269862582,0.02472875269862582,24728.75269862582,24728.75269862582,78
55,2,0,1,20.0,2,978.5,1494.25,0.5,2.25,978.0,1492.0,979.0,1496.5,2.0,5.5,768.7412109375,768.7021484375,0.037093270983340754,0.018546635491670377,37093.27098334076,18546.63549167038,79
49,1,0,0,10.0,1,1859.5,1400.0,0.0,0.0,1859.5,1400.0,1859.5,1400.0,1.0,1.0,768.7412109375,768.7412109375,0.02472875269862582,0.02472875269862582,24728.75269862582,24728.75269862582,71
48,73,0,22,230.0,23,685.0920555816355,1411.8210048792334,9.66977433290201,9.077204340420066,664.0,1387.3333333333333,699.625,1428.0,36.625,41.66666666666674,1134.977783203125,792.2762952830693,5.935181228932592,0.08130385245113139,5935181.228932592,81303.85245113139,70
26,21,0,13,140.0,14,311.7043654676046,922.4864961796723,4.763397111556448,2.1342921154932277,302.25,918.75,320.0,927.0,18.75,9.25,1301.35546875,920.7899286179315,4.0185018035556235,0.19135722874074398,4018501.8035556236,191357.22874074397,44
27,13,0,9,100.0,10,323.4715876229034,959.037018829124,2.527211738035333,1.2781581516805935,318.5,956.5,325.6842105263158,961.0,8.18421052631578,5.5,1095.14453125,957.6709547776443,1.7434096415187714,0.13410843396298242,1743409.6415187714,134108.4339629824,46
28,1,0,0,10.0,1,327.0,974.0,0.0,0.0,327.0,974.0,327.0,974.0,1.0,1.0,802.12890625,802.12890625,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,47
29,4,0,4,50.0,5,1041.3576923076923,981.4538461538461,1.0702195206990013,0.47296746701232634,1040.0,980.7,1043.0,982.0,4.0,2.2999999999999545,1388.79931640625,1023.645751953125,0.3214750625247598,0.08036876563118996,321475.06252475985,80368.76563118996,48
30,1,0,0,10.0,1,598.5,1052.0,0.0,0.0,598.5,1052.0,598.5,1052.0,1.0,1.0,768.7412109375,768.7412109375,0.02472875269862582,0.02472875269862582,24728.75269862582,24728.75269862582,49
47,1,0,0,10.0,1,1741.0,1319.0,0.0,0.0,1741.0,1319.0,1741.0,1319.0,1.0,1.0,768.7412109375,768.7412109375,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,69
25,65,0,20,210.0,21,319.4185078596617,881.4048521990829,9.463053633989693,9.69516030307274,303.3333333333333,866.0,340.0,900.5,37.666666666666686,35.5,871.11328125,785.2913630558894,2.942879073368931,0.04527506266721432,2942879.0733689307,45275.062667214326,43
24,1,0,0,10.0,1,373.5,867.5,0.0,0.0,373.5,867.5,373.5,867.5,1.0,1.0,768.7412109375,768.7412109375,0.04945750539725164,0.04945750539725164,49457.50539725164,49457.50539725164,42
18,15,0,13,140.0,14,121.97666666666667,693.8523809523809,2.7600040257619596,3.1585610547380507,118.0,684.0,127.0,698.0,10.0,15.0,836.318359375,784.3948811848958,0.5811505299573911,0.03874336866382608,581150.5299573911,38743.36866382608,30
19,4,0,2,30.0,3,172.75,725.5,2.7032387981826527,0.36055512754640207,169.8,725.0,177.0,726.0,8.199999999999989,2.0,871.18701171875,802.686279296875,0.14837365169552486,0.037093412923881214,148373.65169552487,37093.41292388122,31
20,51,0,13,140.0,14,1939.0529472337514,749.935711917165,11.921444268819386,17.19238047680067,1925.0,724.0,1961.0,776.0,37.0,53.0,906.724609375,805.4249602673101,4.574899732166173,0.0897039163169838,4574899.732166173,89703.9163169838,32
21,16,0,17,180.0,18,277.58698316283034,756.8005425902245,2.5038861370168624,1.3940454770276816,275.0,755.0,285.0,759.6666666666666,11.0,5.666666666666629,979.998046875,807.5583190917969,1.3477352625599603,0.08423345390999752,1347735.2625599604,84233.45390999752,33
22,8,0,10,110.0,11,268.5625,776.5208333333333,3.635222654803967,3.9716333576726033,262.0,771.0,272.5,784.0,11.5,14.0,836.2626953125,777.1517181396484,0.1483770585463629,0.018547132318295363,148377.0585463629,18547.132318295364,36
23,4,0,3,40.0,4,220.5209668803419,863.0368589743589,0.6151331635071349,0.9612219030193447,219.57692307692307,861.7307692307693,221.25,864.0,2.673076923076934,3.2692307692307168,1479.13623046875,1303.9943237304688,0.890243471594929,0.22256086789873225,890243.471594929,222560.86789873225,40
17,4,0,2,30.0,3,1973.875,649.8125,0.5448623679425842,2.314188572696702,1973.0,646.0,1974.5,652.0,2.5,7.0,836.3564453125,793.9786376953125,0.1607377441658122,0.04018443604145305,160737.7441658122,40184.43604145305,29
16,50,0,22,230.0,23,1928.407136637203,660.8523122600294,4.585548551262026,11.78610518647339,1919.0,634.0,1936.0,679.0,18.0,46.0,1135.0126953125,823.1103637695312,9.10032634646732,0.18200652692934638,9100326.34646732,182006.52692934638,28
9,5,0,9,100.0,10,1689.1333333333337,169.0,0.6863753427324785,1.3038404810405297,1688.0,167.0,1690.0,170.5,3.0,4.5,979.998046875,893.481103515625,0.14837471634622781,0.029674943269245562,148374.71634622783,29674.943269245563,13
8,2,0,2,30.0,3,362.5,164.0,0.5,0.0,362.0,164.0,363.0,164.0,2.0,1.0,768.806640625,768.77392578125,0.0370932709874515,0.01854663549372575,37093.2709874515,18546.63549372575,12
15,1,0,0,10.0,1,513.5,584.5,0.0,0.0,513.5,584.5,513.5,584.5,1.0,1.0,768.7412109375,768.7412109375,0.02472875269862582,0.02472875269862582,24728.75269862582,24728.75269862582,26
14,15,0,10,110.0,11,763.3681558162716,540.7319259538099,3.312872044450088,1.9533466279828315,757.5,536.0,767.0370370370371,543.9,10.537037037037067,8.899999999999977,5599.9892578125,1823.3890380859375,1.9907301725190867,0.1327153448346058,1990730.1725190866,132715.34483460578,24
13,1,0,0,10.0,1,807.0,435.0,0.0,0.0,807.0,435.0,807.0,435.0,1.0,1.0,768.7412109375,768.7412109375,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,21
12,2,0,0,10.0,1,800.0,421.75,0.0,3.25,800.0,418.5,800.0,425.0,1.0,7.5,768.7412109375,768.7412109375,0.03709312904793873,0.018546564523969366,37093.12904793873,18546.564523969366,20
79,1,1,1,10.0,1,1984.6666666666667,0.3333333333333333,0.0,0.0,1984.6666666666667,0.3333333333333333,1984.6666666666667,0.3333333333333333,1.0,1.0,836.3564453125,836.3564453125,0.03709334195104176,0.03709334195104176,37093.34195104176,37093.34195104176,109
80,3,1,3,30.0,3,479.6666666666667,22.5,1.699673171197595,1.0801234497346435,478.0,21.5,482.0,24.0,5.0,3.5,768.806640625,768.71435546875,0.049458073156381274,0.016486024385460426,49458.07315638127,16486.024385460427,110
81,1,1,1,10.0,1,638.3333333333334,61.666666666666664,0.0,0.0,638.3333333333334,61.666666666666664,638.3333333333334,61.666666666666664,1.0,1.0,802.1162109375,802.1162109375,0.03709334195104176,0.03709334195104176,37093.34195104176,37093.34195104176,111
82,5,1,8,80.0,8,465.0,115.7,0.5477225575051661,0.9797958971132711,464.0,114.0,465.5,117.0,2.5,4.0,836.271240234375,788.892138671875,0.08655276362766567,0.017310552725533133,86552.76362766567,17310.552725533133,112
83,4,1,4,40.0,4,556.425,317.8666666666667,1.4463315664120866,0.6150880695748634,555.0,317.1666666666667,558.2,318.8,4.2000000000000455,2.6333333333333258,1301.35302734375,1139.90283203125,0.23492655722738082,0.058731639306845204,234926.5572273808,58731.6393068452,113
84,2,1,2,20.0,2,1577.8333333333335,433.16666666666663,0.16666666666662877,0.1666666666666572,1577.6666666666667,433.0,1578.0,433.3333333333333,1.3333333333332575,1.3333333333333144,906.60791015625,854.380859375,0.049458002183490966,0.024729001091745483,49458.002183490964,24729.001091745482,114
85,23,1,10,100.0,10,1561.4046583850932,440.25838509316776,6.832165498430191,3.9541811528995963,1550.25,435.5,1573.0,448.0,23.75,13.5,943.00390625,843.0756942085598,0.8531622662916589,0.03709401157789821,853162.266291659,37094.011577898214,115
86,1,1,1,10.0,1,1524.0,459.0,0.0,0.0,1524.0,459.0,1524.0,459.0,1.0,1.0,836.3564453125,836.3564453125,0.012364447317013921,0.012364447317013921,12364.44731701392,12364.44731701392,116
87,3,1,6,60.0,6,789.3333333333334,508.3333333333333,0.4714045207910317,0.4714045207910317,789.0,508.0,790.0,509.0,2.0,2.0,768.75341796875,768.7029622395834,0.037093909744322834,0.012364636581440944,37093.90974432283,12364.636581440944,117
88,2,1,2,20.0,2,1971.0833333333335,673.1666666666667,0.5833333333333712,0.16666666666668561,1970.5,673.0,1971.6666666666667,673.3333333333334,2.1666666666667425,1.3333333333333712,836.3564453125,802.58154296875,0.06182237852869313,0.030911189264346564,61822.37852869313,30911.189264346565,118
89,1,1,1,10.0,1,457.0,699.0,0.0,0.0,457.0,699.0,457.0,699.0,1.0,1.0,768.6630859375,768.6630859375,0.012364447317013921,0.012364447317013921,12364.44731701392,12364.44731701392,119
90,3,1,2,20.0,2,129.0,723.0,2.449489742783178,0.816496580927726,126.0,722.0,132.0,724.0,7.0,3.0,768.806640625,768.7587890625,0.03709348389466528,0.012364494631555095,37093.48389466528,12364.494631555095,120
91,1,1,1,10.0,1,936.5,1414.0,0.0,0.0,936.5,1414.0,936.5,1414.0,1.0,1.0,768.6630859375,768.6630859375,0.024728894634027842,0.024728894634027842,24728.89463402784,24728.89463402784,121
92,1,1,1,10.0,1,1825.0,1427.0,0.0,0.0,1825.0,1427.0,1825.0,1427.0,1.0,1.0,768.6630859375,768.6630859375,0.012364447317013921,0.012364447317013921,12364.44731701392,12364.44731701392,122
93,1,1,1,10.0,1,924.0,1447.0,0.0,0.0,924.0,1447.0,924.0,1447.0,1.0,1.0,768.6630859375,768.6630859375,0.012364447317013921,0.012364447317013921,12364.44731701392,12364.44731701392,123
94,5,1,6,60.0,6,958.8,1599.0,2.6381811916545836,4.242640687119285,954.0,1595.0,962.0,1607.0,9.0,13.0,768.806640625,768.69990234375,0.08655198290599825,0.01731039658119965,86551.98290599824,17310.39658119965,124
95,1,1,1,10.0,1,50.5,1701.75,0.0,0.0,50.5,1701.75,50.5,1701.75,1.0,1.0,836.3564453125,836.3564453125,0.061822236585069607,0.061822236585069607,61822.23658506961,61822.23658506961,125
96,1,1,1,10.0,1,1216.0,1760.0,0.0,0.0,1216.0,1760.0,1216.0,1760.0,1.0,1.0,768.6630859375,768.6630859375,0.012364447317013921,0.012364447317013921,12364.44731701392,12364.44731701392,126
97,1,1,1,10.0,1,1494.0,1846.0,0.0,0.0,1494.0,1846.0,1494.0,1846.0,1.0,1.0,768.6630859375,768.6630859375,0.012364447317013921,0.012364447317013921,12364.44731701392,12364.44731701392,127
98,1,2,2,10.0,1,897.0,28.0,0.0,0.0,897.0,28.0,897.0,28.0,1.0,1.0,768.806640625,768.806640625,0.012364518288825682,0.012364518288825682,12364.518288825682,12364.518288825682,128
99,1,2,2,10.0,1,386.0,95.0,0.0,0.0,386.0,95.0,386.0,95.0,1.0,1.0,768.806640625,768.806640625,0.012364518288825682,0.012364518288825682,12364.518288825682,12364.518288825682,129
100,4,2,7,60.0,6,1602.75,449.6666666666667,4.815340071064556,2.041241452319308,1597.0,446.6666666666667,1608.0,452.0,12.0,6.333333333333314,836.30419921875,785.5828857421875,0.07418774851197818,0.018546937127994545,74187.74851197818,18546.937127994544,130
101,1,2,2,10.0,1,863.0,553.0,0.0,0.0,863.0,553.0,863.0,553.0,1.0,1.0,768.806640625,768.806640625,0.012364518288825682,0.012364518288825682,12364.518288825682,12364.518288825682,131
102,1,2,2,10.0,1,204.0,736.0,0.0,0.0,204.0,736.0,204.0,736.0,1.0,1.0,768.806640625,768.806640625,0.012364518288825682,0.012364518288825682,12364.518288825682,12364.518288825682,132
103,4,2,6,50.0,5,220.45833333333334,828.9583333333334,0.8447139555297215,1.2437342963832816,219.0,827.5,221.0,830.5,3.0,4.0,942.928955078125,829.1697387695312,0.13601069481115763,0.03400267370278941,136010.69481115762,34002.673702789405,133
104,4,2,5,40.0,4,1711.675,1251.525,0.46569840025494175,1.2457427503300798,1711.0,1249.5,1712.2,1252.6,2.2000000000000455,4.099999999999909,836.271240234375,802.3114624023438,0.13601097870660506,0.034002744676651264,136010.97870660506,34002.744676651266,134
105,1,2,2,10.0,1,263.0,1250.0,0.0,0.0,263.0,1250.0,263.0,1250.0,1.0,1.0,768.806640625,768.806640625,0.012364518288825682,0.012364518288825682,12364.518288825682,12364.518288825682,135
106,1,2,2,10.0,1,997.0,1493.0,0.0,0.0,997.0,1493.0,997.0,1493.0,1.0,1.0,768.806640625,768.806640625,0.012364518288825682,0.012364518288825682,12364.518288825682,12364.518288825682,136
107,1,2,2,10.0,1,49.125,1683.0,0.0,0.0,49.125,1683.0,49.125,1683.0,1.0,1.0,768.806640625,768.806640625,0.06182259144412841,0.06182259144412841,61822.59144412841,61822.59144412841,137
108,1,2,2,10.0,1,1196.0,1770.0,0.0,0.0,1196.0,1770.0,1196.0,1770.0,1.0,1.0,768.806640625,768.806640625,0.012364518288825682,0.012364518288825682,12364.518288825682,12364.518288825682,138
109,10,2,6,50.0,5,12.95,1916.0,9.477473291969753,3.4641016151377544,0.0,1912.0,32.0,1923.0,33.0,12.0,802.124267578125,772.0658935546875,0.13601140457020283,0.013601140457020284,136011.40457020284,13601.140457020283,140
110,1,2,2,10.0,1,1191.0,1925.0,0.0,0.0,1191.0,1925.0,1191.0,1925.0,1.0,1.0,768.806640625,768.806640625,0.012364518288825682,0.012364518288825682,12364.518288825682,12364.518288825682,141
111,1,3,3,10.0,1,429.0,191.0,0.0,0.0,429.0,191.0,429.0,191.0,1.0,1.0,836.286376953125,836.286376953125,0.01236458926171599,0.01236458926171599,12364.58926171599,12364.58926171599,142
112,2,3,4,20.0,2,517.5,214.0,2.5,1.0,515.0,213.0,520.0,215.0,6.0,3.0,768.75341796875,768.71337890625,0.024729249497617407,0.012364624748808704,24729.249497617406,12364.624748808703,143
113,5,3,7,50.0,5,416.09,239.16055555555553,0.9759098319004668,1.1359289449174346,414.25,237.5,417.0,240.4,3.75,3.9000000000000057,943.00390625,872.3931640625,0.4574957646969946,0.09149915293939892,457495.7646969946,91499.15293939892,144
114,1,3,3,10.0,1,818.0,462.0,0.0,0.0,818.0,462.0,818.0,462.0,1.0,1.0,768.67333984375,768.67333984375,0.01236458926171599,0.01236458926171599,12364.58926171599,12364.58926171599,145
115,1,3,3,10.0,1,473.0,594.0,0.0,0.0,473.0,594.0,473.0,594.0,1.0,1.0,768.67333984375,768.67333984375,0.01236458926171599,0.01236458926171599,12364.58926171599,12364.58926171599,146
116,1,3,3,10.0,1,975.0,869.0,0.0,0.0,975.0,869.0,975.0,869.0,1.0,1.0,768.67333984375,768.67333984375,0.01236458926171599,0.01236458926171599,12364.58926171599,12364.58926171599,147
